Accession#,Reads,DescriptionDepth,Description,Library,Barcode Label,Barcode,Sample,Depth,Taxonomy,Kingdom,Phyllum,Class,Order,Family,Genus,Species,Proportion of Reads
LC104453.1,1,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;Actinopteri;Syngnathiformes;Solenostomidae;Solenostomus;Solenostomus cyanopterus,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Solenostomidae,Solenostomus,Solenostomus cyanopterus,0.004081633
LC021211.1,1,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Hoplobrotula;Hoplobrotula armata,Eukaryota,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Hoplobrotula,Hoplobrotula armata,0.004081633
KX381534.1,1,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;Mammalia;Didelphimorphia;Didelphidae;Micoureus;Micoureus demerarae,Eukaryota,Chordata,Mammalia,Didelphimorphia,Didelphidae,Micoureus,Micoureus demerarae,0.004081633
KC621298.1,1,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;Lepidosauria;Squamata;Xantusiidae;Lepidophyma;Lepidophyma gaigeae,Eukaryota,Chordata,Lepidosauria,Squamata,Xantusiidae,Lepidophyma,Lepidophyma gaigeae,0.004081633
JQ837982.1,1,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;;Testudines;Trionychidae;Pelodiscus;Pelodiscus sinensis,Eukaryota,Chordata,Unclassified,Testudines,Trionychidae,Pelodiscus,Pelodiscus sinensis,0.004081633
JQ707059.1,1,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;Actinopteri;;Pomacentridae;Stegastes;Stegastes adustus,Eukaryota,Chordata,Actinopteri,,Pomacentridae,Stegastes,Stegastes adustus,0.004081633
GQ469229.1,1,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;Lepidosauria;Squamata;Leptotyphlopidae;Rena;Rena dulcis,Eukaryota,Chordata,Lepidosauria,Squamata,Leptotyphlopidae,Rena,Rena dulcis,0.004081633
GQ366235.1,1,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;Amphibia;Anura;Hylidae;Phrynomedusa;Phrynomedusa marginata,Eukaryota,Chordata,Amphibia,Anura,Hylidae,Phrynomedusa,Phrynomedusa marginata,0.004081633
FJ392294.1,1,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;;Testudines;Emydidae;Trachemys;Trachemys scripta,Eukaryota,Chordata,Unclassified,Testudines,Emydidae,Trachemys,Trachemys scripta,0.004081633
EF493706.1,1,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;Amphibia;Anura;Strabomantidae;Pristimantis;Pristimantis rhabdolaemus,Eukaryota,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis rhabdolaemus,0.004081633
AY700276.1,1,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Aracanidae;Anoplocapros;Anoplocapros inermis,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Anoplocapros,Anoplocapros inermis,0.004081633
AY488206.1,1,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;Aves;Passeriformes;Meliphagidae;Lichmera;Lichmera alboauricularis,Eukaryota,Chordata,Aves,Passeriformes,Meliphagidae,Lichmera,Lichmera alboauricularis,0.004081633
AY292714.1,1,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Pronolagus;Pronolagus crassicaudatus,Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Pronolagus,Pronolagus crassicaudatus,0.004081633
LC277982.1,4,"Site 12, Subtropical Gyre (400m)","Site 12, Subtropical Gyre (400m)",Lib5,Seq5.3,Barcode 3,12.3,400,Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Equulites;Equulites leuciscus,Eukaryota,Chordata,Actinopteri,Chaetodontiformes,Leiognathidae,Equulites,Equulites leuciscus,0.016326531
FJ215086.1,6,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Trachonurus;Trachonurus sp. ARV-2009,Eukaryota,Chordata,Actinopteri,Gadiformes,Macrouridae,Trachonurus,Trachonurus sp. ARV-2009,0.036585366
HM180302.1,5,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Lepidosauria;Squamata;Gekkonidae;Hemidactylus;Hemidactylus coalescens,Eukaryota,Chordata,Lepidosauria,Squamata,Gekkonidae,Hemidactylus,Hemidactylus coalescens,0.030487805
AB974463.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Chondrichthyes;Squaliformes;Somniosidae;Centroscymnus;Centroscymnus owstoni,Eukaryota,Chordata,Chondrichthyes,Squaliformes,Somniosidae,Centroscymnus,Centroscymnus owstoni,0.006097561
MH817023.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Betadevario;Betadevario ramachandrani,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Betadevario,Betadevario ramachandrani,0.006097561
LC431744.1,2,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Lepidosauria;Squamata;Elapidae;Naja;Naja kaouthia,Eukaryota,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,0.012195122
CP011900.1,5,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Ovis;Ovis canadensis,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,0.030487805
KM282399.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Campostoma;Campostoma anomalum,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Campostoma,Campostoma anomalum,0.006097561
LC091666.1,2,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Sigmops;Sigmops sp. CBMZF15560,Eukaryota,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Sigmops,Sigmops sp. CBMZF15560,0.012195122
FJ598860.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Leptomona;Leptomona russica,Eukaryota,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Leptomona,Leptomona russica,0.006097561
KF993008.1,7,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Lepidosauria;Squamata;Typhlopidae;Anilios;Anilios hamatus,Eukaryota,Chordata,Lepidosauria,Squamata,Typhlopidae,Anilios,Anilios hamatus,0.042682927
HQ167133.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Lepidosauria;Squamata;Cordylidae;Smaug;Smaug warreni,Eukaryota,Chordata,Lepidosauria,Squamata,Cordylidae,Smaug,Smaug warreni,0.006097561
AB969877.1,4,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Actinopteri;Lophiiformes;Ogcocephalidae;Malthopsis;Malthopsis annulifera,Eukaryota,Chordata,Actinopteri,Lophiiformes,Ogcocephalidae,Malthopsis,Malthopsis annulifera,0.024390244
AF376933.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Aves;Passeriformes;Timaliidae;Mixornis;Mixornis gularis,Eukaryota,Chordata,Aves,Passeriformes,Timaliidae,Mixornis,Mixornis gularis,0.006097561
U71243.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Amphibia;Caudata;Plethodontidae;Phaeognathus;Phaeognathus hubrichti,Eukaryota,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,0.006097561
AB058603.1,2,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Pentalagus;Pentalagus furnessi,Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Pentalagus,Pentalagus furnessi,0.012195122
AF128231.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Mammalia;Didelphimorphia;Didelphidae;Marmosa;Marmosa robinsoni,Eukaryota,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosa,Marmosa robinsoni,0.006097561
KX755325.1,2,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys simonsi,Eukaryota,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys simonsi,0.012195122
AF474201.1,2,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Mammalia;Primates;Lepilemuridae;Lepilemur;Lepilemur mustelinus,Eukaryota,Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur mustelinus,0.012195122
GQ469270.1,2,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Lepidosauria;Squamata;Leptotyphlopidae;Leptotyphlops;Leptotyphlops scutifrons,Eukaryota,Chordata,Lepidosauria,Squamata,Leptotyphlopidae,Leptotyphlops,Leptotyphlops scutifrons,0.012195122
FR691545.2,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Francolinus;Francolinus nahani,Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Francolinus,Francolinus nahani,0.006097561
AY178630.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Mammalia;Perissodactyla;Rhinocerotidae;Coelodonta;Coelodonta antiquitatis,Eukaryota,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Coelodonta,Coelodonta antiquitatis,0.006097561
AF422853.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",Lib5,Seq5.4,Barcode 4,13.1,210,Eukaryota;Chordata;Mammalia;Rodentia;Ctenomyidae;Ctenomys;Ctenomys haigi,Eukaryota,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,Ctenomys haigi,0.006097561
AF149996.1,7,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Sargocentron;Sargocentron coruscum,Eukaryota,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron coruscum,0.042682927
AY649134.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Lepidosauria;Squamata;Scincidae;Chalcides;Chalcides boulengeri,Eukaryota,Chordata,Lepidosauria,Squamata,Scincidae,Chalcides,Chalcides boulengeri,0.006097561
KT325959.1,5,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Lepidosauria;Squamata;Scincidae;Plestiodon;Plestiodon tetragrammus,Eukaryota,Chordata,Lepidosauria,Squamata,Scincidae,Plestiodon,Plestiodon tetragrammus,0.030487805
DQ780880.1,6,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Aves;Falconiformes;Falconidae;Falco;Falco sparverius,Eukaryota,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco sparverius,0.036585366
JX047285.1,2,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Mammalia;Rodentia;Sciuridae;Xerospermophilus;Xerospermophilus spilosoma,Eukaryota,Chordata,Mammalia,Rodentia,Sciuridae,Xerospermophilus,Xerospermophilus spilosoma,0.012195122
EF615630.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Lepidosauria;Squamata;Iguanidae;Microlophus;Microlophus koepckeorum,Eukaryota,Chordata,Lepidosauria,Squamata,Iguanidae,Microlophus,Microlophus koepckeorum,0.006097561
AP012009.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Siluriformes;Claroteidae;Chrysichthys;Chrysichthys sp. NM-2010,Eukaryota,Chordata,Actinopteri,Siluriformes,Claroteidae,Chrysichthys,Chrysichthys sp. NM-2010,0.006097561
HQ711551.1,4,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Amphibia;Caudata;Salamandridae;Paramesotriton;Paramesotriton fuzhongensis,Eukaryota,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,Paramesotriton fuzhongensis,0.024390244
LC091747.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Bathophilus;Bathophilus sp. CBMZF14246,Eukaryota,Chordata,Actinopteri,Stomiiformes,Stomiidae,Bathophilus,Bathophilus sp. CBMZF14246,0.006097561
U58924.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus californicus,Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus,0.006097561
KR478076.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Siluriformes;Loricariidae;Crossoloricaria;Crossoloricaria cephalaspis,Eukaryota,Chordata,Actinopteri,Siluriformes,Loricariidae,Crossoloricaria,Crossoloricaria cephalaspis,0.006097561
KJ504907.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Lepidosauria;Squamata;Scincidae;Ctenotus;Ctenotus ehmanni,Eukaryota,Chordata,Lepidosauria,Squamata,Scincidae,Ctenotus,Ctenotus ehmanni,0.006097561
LC091728.1,3,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Idiacanthus;Idiacanthus sp. CBMZF14767,Eukaryota,Chordata,Actinopteri,Stomiiformes,Stomiidae,Idiacanthus,Idiacanthus sp. CBMZF14767,0.018292683
JF694099.1,2,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Mammalia;Peramelemorphia;Peroryctidae;Microperoryctes;Microperoryctes aplini,Eukaryota,Chordata,Mammalia,Peramelemorphia,Peroryctidae,Microperoryctes,Microperoryctes aplini,0.012195122
LC499248.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Nectamia;Nectamia bandanensis,Eukaryota,Chordata,Actinopteri,Kurtiformes,Apogonidae,Nectamia,Nectamia bandanensis,0.006097561
LC146018.1,3,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Hygophum;Hygophum proximum,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Hygophum,Hygophum proximum,0.018292683
XM_023617472.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus,Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,0.006097561
JF712890.1,2,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;;Testudines;Geoemydidae;Cuora;Cuora picturata,Eukaryota,Chordata,Unclassified,Testudines,Geoemydidae,Cuora,Cuora picturata,0.012195122
KX087177.1,4,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Siluriformes;Loricariidae;Panaqolus;Panaqolus sp. TEP-2017,Eukaryota,Chordata,Actinopteri,Siluriformes,Loricariidae,Panaqolus,Panaqolus sp. TEP-2017,0.024390244
LC499358.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Callionymus;Callionymus enneactis,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Callionymidae,Callionymus,Callionymus enneactis,0.006097561
KJ484219.1,5,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Lepidosauria;Squamata;Phyllodactylidae;Homonota;Homonota rupicola,Eukaryota,Chordata,Lepidosauria,Squamata,Phyllodactylidae,Homonota,Homonota rupicola,0.030487805
FJ616391.1,7,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;;Pomacentridae;Stegastes;Stegastes partitus,Eukaryota,Chordata,Actinopteri,,Pomacentridae,Stegastes,Stegastes partitus,0.042682927
AB972079.1,2,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Ostraciidae;Lactoria;Lactoria diaphana,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria diaphana,0.012195122
LC278050.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus brachycephalus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Stolephorus,Stolephorus brachycephalus,0.006097561
AH005467.2,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Lepidosauria;Squamata;Varanidae;Varanus;Varanus albigularis,Eukaryota,Chordata,Lepidosauria,Squamata,Varanidae,Varanus,Varanus albigularis,0.006097561
LC145853.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Thayeria;Thayeria boehlkei,Eukaryota,Chordata,Actinopteri,Characiformes,Characidae,Thayeria,Thayeria boehlkei,0.006097561
U71222.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Amphibia;Caudata;Plethodontidae;Desmognathus;Desmognathus fuscus,Eukaryota,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,0.006097561
JX661213.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Lepidosauria;Squamata;Viperidae;Gloydius;Gloydius strauchi,Eukaryota,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius strauchi,0.006097561
NC_042397.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Lepidosauria;Squamata;Pythonidae;Malayopython;Malayopython reticulatus,Eukaryota,Chordata,Lepidosauria,Squamata,Pythonidae,Malayopython,Malayopython reticulatus,0.006097561
AB974667.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Trimma;Trimma rubromaculatum,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Trimma,Trimma rubromaculatum,0.006097561
FJ598860.1,2,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Leptomona;Leptomona russica,Eukaryota,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Leptomona,Leptomona russica,0.012195122
EF581270.1,2,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Lepidosauria;Squamata;Scincidae;Ophiomorus;Ophiomorus punctatissimus,Eukaryota,Chordata,Lepidosauria,Squamata,Scincidae,Ophiomorus,Ophiomorus punctatissimus,0.012195122
FJ215024.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Eleginus;Eleginus gracilis,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Eleginus,Eleginus gracilis,0.006097561
DQ249026.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Lepidosauria;Squamata;Cordylidae;Smaug;Smaug warreni,Eukaryota,Chordata,Lepidosauria,Squamata,Cordylidae,Smaug,Smaug warreni,0.006097561
JN415737.1,3,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Ovis;Ovis aries,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,0.018292683
JQ837982.1,2,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;;Testudines;Trionychidae;Pelodiscus;Pelodiscus sinensis,Eukaryota,Chordata,Unclassified,Testudines,Trionychidae,Pelodiscus,Pelodiscus sinensis,0.012195122
KM112299.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Mammalia;Primates;Cheirogaleidae;Microcebus;Microcebus mittermeieri,Eukaryota,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus mittermeieri,0.006097561
AF149982.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus intermedius,Eukaryota,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus intermedius,0.006097561
KT325961.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Lepidosauria;Squamata;Scincidae;Plestiodon;Plestiodon tetragrammus,Eukaryota,Chordata,Lepidosauria,Squamata,Scincidae,Plestiodon,Plestiodon tetragrammus,0.006097561
GQ469202.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Lepidosauria;Squamata;Leptotyphlopidae;Tetracheilostoma;Tetracheilostoma carlae,Eukaryota,Chordata,Lepidosauria,Squamata,Leptotyphlopidae,Tetracheilostoma,Tetracheilostoma carlae,0.006097561
MG255115.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus madras,Eukaryota,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,Lutjanus madras,0.006097561
MF038686.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Mammalia;Chiroptera;Vespertilionidae;Glauconycteris;Glauconycteris argentata,Eukaryota,Chordata,Mammalia,Chiroptera,Vespertilionidae,Glauconycteris,Glauconycteris argentata,0.006097561
LC492335.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Inlecypris;Inlecypris auropurpureus,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Inlecypris,Inlecypris auropurpureus,0.006097561
LC315183.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Anguilliformes;Saccopharyngidae;Saccopharynx;Saccopharynx sp. JYP-2017,Eukaryota,Chordata,Actinopteri,Anguilliformes,Saccopharyngidae,Saccopharynx,Saccopharynx sp. JYP-2017,0.006097561
LC091843.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Actinopteri;Batrachoidiformes;Batrachoididae;Porichthys;Porichthys notatus,Eukaryota,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,Porichthys notatus,0.006097561
KX755314.1,1,"Site 13, Open Ocean (210m)","Site 13, Open Ocean",,Seq5.5,Barcode05,13.2,210,Eukaryota;Chordata;Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys guyannensis,Eukaryota,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys guyannensis,0.006097561
